Speaker	Utterance	Emotion	Sentiment
rosesh	ओक्! ओक्! फ़िने येअह् येअह् इ'ल्ल् बे थेरे 	neutral	neutral
maya	हो गय इ थिन्क्	neutral	neutral
 
rosesh	दद् दद् सरित औन्त्य् ने अजन्त को मेरे और् रित के बारे मेइ बत दिय अजन्त इन्दिअ न्हि आ र्हि है व्हूपिए	neutral	neutral
rita	हि उन्च्ले 	neutral	neutral
indravadan	ओहो हि रित 	neutral	neutral
rita	हि रोसेश्	neutral	neutral
rosesh	हि	neutral	neutral
indravadan	और् ये 	neutral	neutral
rita	दक्सेश् उन्च्ले	neutral	neutral
rita	रोसेश् मेइने इस्से भि सारे दिअलोगुएस् कर लिये अन्द् हे'स् गोत् थेम् पेर्फ़ेच्त्	neutral	neutral
rosesh	होव् चुते रित तुम्हेइ पत हैन तुम्हेइ क्य बोल्न है जैसे हि मोम्म आये 	neutral	neutral
maya	रध बै विथल् वो ओह् हेल्लो रित 	neutral	neutral
rita	जै गुरुदेव् माजि 	neutral	neutral
maya	अह् अन्द् थे समे तो योउ और् ये 	neutral	neutral
daksesh	इ अम् अ दक्सेश् रोसेश् सरभै 	neutral	neutral
maya	ओह्ह् 	neutral	neutral
indravadan	हान् रोसेश् पुत्र अप्नि ददि म को एक् प्यारि सि नुर्सेर्य् र्ह्य्मे न्हि सुनओगे 	neutral	neutral
maya	ह्म्म्	neutral	neutral
daksesh	हुम्त्य् दुम्प्त्य् सत् ओन् अ गादि गादि पे बेथ तभि आ गयि दादि॥ दादि ने कहन् गादि से उथ्कर् आओ मेरे पास् क्युकि गादि पे बेथ्न इस् जुस्त् सो मिद्द्ले च्लस्स्	neutral	neutral
maya	ओहूऊ कित्न चोर्रेच्त्ल्य् पेचन इस्ने अप्नि दादि को हह	neutral	neutral
daksesh	दादि माअ	neutral	neutral
maya	ओह् बब्य् इन्द्रवदन् फ़ोरेन् शादि कि तैयरियन् शुरु कर्नि चैये ओफ़्फ़िचिअल्ल्य् होगि शादि मेर दक्सेश् अप्नि मुम्म्य् पप कि शादि मेइ अन्ताक्शिर् खेलेग रिघ्त्! एक् और् कवित सुनओ न बेत	neutral	neutral
daksesh	ओक् दादि म	neutral	neutral
indravadan	बस् बस् हान् बस् बेत ज़्यद लद्ल बन्ने कि ज़रूरत् न्हि है हान् यहन् आओ यहन् आओ इस्से ले जओ हान् रित 	neutral	neutral
rosesh	हा बन्ग्लदेश् तुम् लोग् तोह् वहन् से के होने वाले होन 	neutral	neutral
maya	तुम्ने शादि कि है रित से। सुनओ न कवित बेत 	neutral	neutral
daksesh	हिकरि दिकरि दोग् मोनिश बोउघ्त् अ सेचोन्द् हन्द् च्लोच्क् 	neutral	neutral
indravadan	चुप् चुप्! मय दरसल् बात् ये है कि 	neutral	neutral
maya	मेइ कवित सुनौ इन्द्रवदन्? रोसेश् हस् अ स्मर्त् मोम्म स्मर्त् मोम्म स्मर्त् मोम्म। रोसेश् हस् अ स्मर्त् मोम्म, हेर् नमे इस् मय सरभै। रित रोसेश् कि बिवि नहि वो जान् गयि ये सचै	neutral	neutral
 
indravadan	इ हते मधुसुदन् भै 	neutral	neutral
maya	इन्द्रवदन् मधु भै अप्न चस्म भुल् आये हैन् 	neutral	neutral
indravadan	हान् तोह्!	neutral	neutral
maya	अगर् तुम् थोदि से मेह्नत् कर्के रोसेश् कि कवित सम्झ दो तोह् क्य बुर होग?	neutral	neutral
indravadan	रोसेश् कि कवित ! मेइन् कैसे सम्झौन्ग ! जब् मुझे खुद् नहि समज् आति 	neutral	neutral
maya	अगर् वो भि रोसेश् कि तारीफ़् करेन्गे तोह् कित्न खुश् होग रोसेश् सोचो चोमे ओन् दर्लिन्ग्! त्र्य्!!	neutral	neutral
indravadan	ओक् ओक् मधुसुदन् भै रोसेश् ने कवित लिखि है मेइ आप्को सम्झत हुन् के 	neutral	neutral
madhusudan	हेइन्	neutral	neutral
indravadan	ऊफ़् मुझ्से नहि होग  	neutral	neutral
maya	अरेय् मेइ तुम्हरे लिये पव् भजि बन्न रहि हुन् विथ् एक्ष्त्र बुत्तेर् अन्द् मलै कुल्फ़ि फ़ोर् देसेर्त् 	neutral	neutral
indravadan	मधुसुदन् भै रोसेश् ने कवित लिखि है तीन् पेर् वाल कुत्त 	neutral	neutral
madhusudan	हेइन्	neutral	neutral
indravadan	रोसेश् ने कवित लिखि है तीन् पेर् वाल कुत्त 	neutral	neutral
madhusudan	हेइन्	neutral	neutral
indravadan	तीन्!! पेर् वाल !! कुत्त!! 	neutral	neutral
madhusudan	तीन् पेर् वाल कुत्त ?	neutral	neutral
indravadan	थत्'स् इत् थत्'स् इत् !!	neutral	neutral
maya	ओह्ह् फ़न्तस्तिच् । थत् वस्न्'त् सो दिफ़्फ़िचुल्त् अब् आगे	neutral	neutral
madhusudan	चौथ पेर् कहन् गय?	neutral	neutral
indravadan	मय ये देतैल्स् पुच् रहे हैन् चलिये आप् चलिये	neutral	neutral
madhusudan	हेइन्	neutral	neutral
indravadan	आप्के चस्मे लेके आते है	neutral	neutral
madhusudan	हेइन्	neutral	neutral
indravadan	आप्क चस्म लेकर् आते है ! चलिये 	neutral	neutral
madhusudan	कौन्सि फ़िल्म् देख्नि है?	neutral	neutral
indravadan	बेहेनोइ हुइ बेह्र साले कि सन्कि !! चलिये	neutral	neutral
maya	कहन् लेकर् जा रहे हो तुम् उन्को?	neutral	neutral
indravadan	चस्म लेने जा रह हुन् और् क्य ! 	neutral	neutral
maya	इन्द्रवदन्!	neutral	neutral
madhusudan	अदुल्त् फ़िल्म् होगि तोह् मेइ नहि देखुन्ग 	neutral	neutral
indravadan	क्युन्?	neutral	neutral
madhusudan	चस्म नहि हैन!	neutral	neutral
indravadan	चलिये	neutral	neutral
maya	ओफ़्फ़ो इन्दु तुम् चोदो	neutral	neutral
maya	हि बब्य्!	neutral	neutral
rosesh	हि मोम्म। एवेनिन्ग् नेव्स्पपेर् मेइन् मेरि क़ितब् क रेविएव् आय है  	neutral	neutral
maya	ओह् वोव् दिखओ दिखओ दिखओ ओहो हहह् ॥ रोसेश् सरभै'स् पोएत्र्य् रेचिततिओन् व्हत्? 	neutral	neutral
rosesh	बस् सिर्फ़् व्हत् ऐस हि लिख है 	neutral	neutral
maya	ऊफ़् ये आज् कल् के नेव्स्पपेर् वाले । अद् मिल् गयि होगि इस्लिये कात् दिय रेविएव् तुम्हर	neutral	neutral
rosesh	और् इत्न बद व्हत् रेह्ने दिय और् देखिये सिर्फ़् एक् स्तर् दिय है 	neutral	neutral
maya	हान् मगर् तुम्हरे नाम् के साम्ने हैन ॥ इत् मेअन्स् थत् योउ अरे अ स्तर्	neutral	neutral
rosesh	नेव्स् अगेन्त् वाल केह् रह थ मोम्म कि १००० चोपिएस् सिर्फ़् एक् औरत् खारीद् कर् ले गयि है 	neutral	neutral
maya	ओह्ह्! इ तेल्ल् योउ कोइ बूक्शोप् वालि होगि ॥ उह्ह् योउ क्नोव् अ स्तोच्किस्त् 	neutral	neutral
rosesh	मोम्म उस्स् औरत् कि द्रेस्सिन्ग् स्त्य्ले बिल्कुल् आप्के जैसि थि 	neutral	neutral
maya	हह आज् कल् बोहोत् सारि और्ते मुझे चोप्य् कर्ने लगि है 	neutral	neutral
rosesh	उस्स् औरत् क नाम् मय सरभै थ 	neutral	neutral
maya	थत् इस् तू मुच् मत्लब् अब् लोग् अब् लोग् मेर नाम् भि चोप्य् कर्ने लगे है इ हवे गोत् तो दो सोमेथिन्ग् अबोउत् इत्। व्हत्? तुम्हेइ लग्त है कि मेइने १००० चोपिएस् खरीदि चोमे ओन् ! होव् ? 	neutral	neutral
rosesh	मोनिश भभि इस्से रद्दि मेइ बेच्ने जा रहि थि मोम्म 	neutral	neutral
maya	दर्लिन्ग् मुझे ! मेइ तोह् सिर्फ़् तुम्हर दिल् रख्ने के लिये 	neutral	neutral
rosesh	सब्से झुति तारीफ़् कर्वयि और् मेइन् अप्ने आप् को इदिओत् कि तरह् सरोजिनि नैदु । मिर्ज़ घलिब्। जावेद् अख्तर् के स्त्य्ले के कप्दे भि सिल्व दिये 	neutral	neutral
maya	वो तोह् तुम् बोहोत् हन्द्सोमे लग्ते हो 	neutral	neutral
rosesh	मेइ कवि बन्न चह्त हुन् मोम्म॥ हन्द्सोमे मेइ पेह्ले से हि हुन्	neutral	neutral
maya	बेत तुम् अप्न दिल् चोत्त मत् करो 	neutral	neutral
rosesh	मोम्म तुत हुअ दिल् चोत्त करुन्ग भि तोह् कैसे?	neutral	neutral
maya	अए थत्'स् अ गूद् लिने हह् थत्'स् अ गूद् लिने । कहन् जा रहे हो तुम् रोसेश्!	neutral	neutral
rosesh	सहिल् भै ने सहि कह है मोम्म। होनेस्त्य् इस् थे बेस्त् पोलिच्य् 	neutral	neutral
maya	उह्ह् स्तुपिद् मोनिश!	neutral	neutral
 
maya	हेरे वे गो हह तो थे हेअल्थ् प्रोस्पेरित्य् अन्द् सुच्चेस्स् ओफ़् थिस् लोवेल्य् अल्लिअन्चे तो सहिल् तो प्रिय चीर्स् एवेर्य्बोद्य् 	neutral	neutral
everyone	चीर्स् चीर्स् चीर्स्	neutral	neutral
indravadan	अरेय् सोनिय क फोने है 	neutral	neutral
maya	उह्ह् उस्को बुल लो उस्को बुल लो 	neutral	neutral
indravadan	हेल्लो सोनिय! हि बब्य् होव् अरे योउ! अच तुम् एक् काम् करो जल्दि से अप्न जो त्रिप् है उस्से चुत् शोर्त् कर्के वपस् आ जओ इन्दिअ	neutral	neutral
maya	अग्ले महिने से ॥ 	neutral	neutral
indravadan	नेक्ष्त् मोन्थ् सहिल् कि एन्गगेमेन्त् है भै त्च् प्रिय के साथ् । दिनेश् कि बेति । येस् । सी योउ सून् बब्य्	neutral	neutral
indravadan	हहह	neutral	neutral
sarita	ओह् इ अम् सो हप्प्य् मय	neutral	neutral
maya	इ अम् सो हप्प्य् सरित!!	neutral	neutral
sarita	इ'ल्ल् हवे अ स्चोत्च् रोसेश्	neutral	neutral
maya	इ'ल्ल् हवे अ स्चोत्च् रोसेश्	neutral	neutral
dinesh	ओक् गुय्स् इ'ल्ल् तेल्ल् योउ अ जोके 	neutral	neutral
indravadan	एक् मिनुते इन् थत् चसे रोसेश् इ विल्ल् अल्सो हवे अ स्चोत्च् । दोउब्ले	neutral	neutral
dinesh	एक् लद्कि को बन्त सिन्घ् ने कह के मेइ तुम्से शादि कर्न चह्त हुन् तोह् लद्कि के ने कह के सोर्र्य् मेइ तुम्से शादि नहि कर् सक्ति क्युन्कि मेइ तुम्से एक् साल् बदि हुन् तोह् उस्पे बन्त सिन्घ् ने कह 	neutral	neutral
indravadan	मेइ एक् साल् इन्तेज़ार् कर्ने को तैयार् हुन् 	neutral	neutral
rosesh	हुहुहुहु 	neutral	neutral
maya	हहहह्	neutral	neutral
sahil	हह्हह्	neutral	neutral
sarita	हहह्	neutral	neutral
sarita	क्युन् सहिल् इत्न चुप् चुप् क्यु बेथे हो अरेन्'त् योउ हप्प्य्?	neutral	neutral
sahil	ओफ़्चोउर्से इ अम् 	neutral	neutral
sarita	ओक् थेन् लेत्'स् हवे सोमे मुसिच् मन् 	neutral	neutral
rosesh	ओह् येअह् येअह्	neutral	neutral
indravadan	नोत् अ बद् इदेअ 	neutral	neutral
maya	नोत् अ बद् इदेअ 	neutral	neutral
rosesh	ओक् गुय्स् हे इस् स्तेवे और् ब्रिन्दो ॥ और् मेइ गौन्ग ओक्? 	neutral	neutral
maya	येस् येस् हे'स् व्रित्तेन् थे वोर्द्स् हिम्सेल्फ़् हुह्	neutral	neutral
rosesh	इन् थे लिविन्ग् रूम् ओफ़् सरभै होगि सहिल् भै कि सगै अग्ले महिने प्रिय भभि ॥ यय् यय् यय्	neutral	neutral
everyone	यय् यय् यय् य य य	neutral	neutral
everyone	यय् यय् यय् य य य	neutral	neutral
sahil	अरेय् मनिश एक् मिनुते एक् मिनुते उह्ह् गुय्स् मीत् म्य् फ़्रिएन्द् मनिश सिन्घ् 	neutral	neutral
monisha	नमस्ते	neutral	neutral
indravadan	मनिश वोहि मनिश जो ज़बर्दस्ति लिफ़्त् हहह इ लिके योउर् चीक्	neutral	neutral
monisha	थन्क् योउ जि वो सुबह् सुबह् चन्दन् लगय थ न चीक् पर् 	neutral	neutral
rest	हहहह्	neutral	neutral
indravadan	फ़ोर्गेत् इत् फ़ोर्गेत् इत् 	neutral	neutral
maya	अरेय् मनिश तुम् बोहोत् अचे वक़्त् पर् आयि हो आज् सहिल् कि और् प्रिय कि सगै तेह् हुइ है 	neutral	neutral
monisha	हान्?	neutral	neutral
maya	अग्ले महिने उन्कि सगै पर् ज़रूर् आन ओक्?	neutral	neutral
monisha	हान्जि बधिय जि बधिय जि दोच्तोर् सहब् सहिल् और् आप्को भि प्रिय बेहेन् जि उम् तोह् मेइ चलु 	neutral	neutral
indravadan	अरेय् अरेय् ऐसे कैसे चलुन्	neutral	neutral
maya	अप्ने मम कि तक्षि मेइन् चलुन् हैन मनिश? 	neutral	neutral
monisha	हान्जि	neutral	neutral
indravadan	वे अरे हविन्ग् अ पर्त्य् सो व्ह्य् दोन्'त् योउ जोइन् उस् अन्द् एन्जोय्?	neutral	neutral
priya	येस् प्लेअसे	neutral	neutral
monisha	वैसे यहन् गान शान हो रह थ न 	neutral	neutral
rosesh	हान् मेइ गा रह थ 	neutral	neutral
monisha	गान तोह् मेइ भि वद अच गा लेति हुन् ॥ हह् और् वैसे आप् लोग् ज़िद्द् करेन्गे तोह् मेइ मन्न नहि करुन्गि 	neutral	neutral
indravadan	ओहो इस् इत्? व्ह्य् दोन्'त् योउ सिन्ग् फ़ोर् उस्? हेय् चोमे ओन् गिवे हेर् अ बिग् हन्द्! चीर्स् मोनिश चोमे ओन् चोमे ओन् गिवे हेर् अ बिग् हन्द् 	neutral	neutral
monisha	ओये कके तुस्सि सुर् मिलओ। अच तोह् ये गान दोच्तोर् सहिल् और् प्रिय जि के नाम् 	neutral	neutral
indravadan	वोव् थत्'स् इत्!	neutral	neutral
monisha	करिये ना करिये ना कोइ प्रोमिसे किस्सि से करिये ना॥ करिये ना करिये ना कोइ प्रोमिसे किस्सि से करिये ना॥ करिये करिये हो ओह्ह्ह् करिये करिये कोइ प्रोमिसे फ़िर् तोदिये ना तोह् प्रोमिसे फ़िर् तोदिये ना तोह् प्रोमिसे फ़िर् तोदिये ना 	neutral	neutral
sahil	हाथ् किसिक पकदिये ना पकदिये तोह् फ़िर्र्र्र् चोदिये नाअ	neutral	neutral
sarita	मेनु विच् सोमेथिन्ग् सोमेथिन्ग् होये होये होये	neutral	neutral
maya	मेनु विच् सोमेथिन्ग् सोमेथिन्ग् होये होये होये	neutral	neutral
dinesh	ओह्ह्ह् तने कहिक् थै गयु । दुनिय एम् केह् जे । तने कहिक् थै गयु । दुनिय एम् केह् जे  	neutral	neutral
indravadan	ओह्ह्ह् आ नाम् जवानि चे॥ आ उपर् दीवानि चे । अप्नो से मुह् मोदिये न । जिस्से दिल् दे दिय उस्से चोदिये न 	neutral	neutral
monisha	करिये न करिये न कोइ धोक किस्सि से करिये न। करिये न करिये न कोइ धोक किस्सि से करिये न। करिये न	neutral	neutral
maya	थत्'स् वेर्य् निचे मनिश लोवेल्य्! 	neutral	neutral
indravadan	वोन्देर्फ़ुल् वोन्देर्फ़ुल्	neutral	neutral
maya	थन्क् योउ सो मुच् जब् सहिल् कि और् प्रिय कि शादि होगि न तोह् तुम् हि आके गान 	neutral	neutral
maya	अच ब्ये 	neutral	neutral
monisha	अच जि ब्ये!	neutral	neutral
indravadan	अरेय् रे रे क्य ब्ये कुच् खान शान 	neutral	neutral
monisha	नहि जि वो बुअ वैत् कर् रहि होगि ॥ वो क्य हैन मेइ यहन् से गुज़र् रहि थि तोह् सोच हि शि कर्ति चलुन्	neutral	neutral
maya	हि शि कर् लिय न अब् ब्ये शि भि कर् लो 	neutral	neutral
monisha	हान् अह् अह् नमस्ते जि नमस्ते जि नमस्ते	neutral	neutral
maya	अह् थन्क् गोद् नोव् रोसेश् दर्लिन्ग् चन् वे हवे सोमे ओफ़् योउर् निचे मुसिच् 	neutral	neutral
rosesh	ओह् येअह् 	neutral	neutral
sahil	जुस्त् अ मिनुते !	neutral	neutral
indravadan	स्चोत्च् ले न	neutral	neutral
sahil	मेइने अल्रेअद्य् चम्पग्ने पोउर् कर् लि है	neutral	neutral
 
rosesh	सहिल् भै॥ सुर्फ़िन्ग् के लिये	neutral	neutral
maya	ओह् दोन्'त् बे सिल्ल्य् तुम्हे तुम्हे तैर्न नहि आत 	neutral	neutral
rosesh	तोह् क्य हुअ दुब्न तोह् आत हैन। दुब्दुक् दुब्दुक् दुब्दुक् गुदु	neutral	neutral
maya	हह	neutral	neutral
rosesh	हह वस्न्'त् थत् फ़ुन्न्य्?	neutral	neutral
maya	हह	neutral	neutral
maya	ओह्ह् म्य् लोवे म्य् पुम्प्किन् चीर् उप् सहिल् 	neutral	neutral
sahil	इ अम् फ़िने मोम् 	neutral	neutral
monisha	नमस्ते जि दोच्तोर् सहिल् नमस्ते नमस्ते	neutral	neutral
sahil	मनिश! बेथो न	neutral	neutral
sahil	हान् हान् सित्	neutral	neutral
monisha	वैसे तुस्सि मेरि सगै मेइन् क्यु नहि आये?	neutral	neutral
sahil	वो अच्तुअल्ल्य् मेइ 	neutral	neutral
monisha	अब् बहने शहने मत् बनओ मेइ भि नहि औन्गि तुम्हरि सगै मेइन् हान् 	neutral	neutral
rosesh	वैसे भि सहिल् भै कि सगै चन्चेल् हो गयि है 	neutral	neutral
monisha	हयो रभ क्युन्?	neutral	neutral
maya	हुह् वो मनिश इ मेअन् प्रिय क पेर् फ़्रच्तुरे हो गय है 	neutral	neutral
monisha	वैसे किस्सि अचि दोच्तोर् स्चोतोर् को दिखन हो तोह् बतन वो मेर गुर्प्रीत् दोच्तोर् हैन 	neutral	neutral
maya	रेअल्ल्य्?	neutral	neutral
monisha	हान् 	neutral	neutral
sahil	गुर्प्रीत् दोच्तोर् है?	neutral	neutral
monisha	हान् जान्वरो क वो तोह् कुत्ते कि भौन्क्ने से हि बतदेत है के कुत्ते को बिमारि क्य है॥ भौ भौ मत्लब् रबिएस् और् उह्म् उह्म् उह्म् मत्लब् हद्दि तुत् गयि और् वूह् वु वु मत्लब् पेत् खरब् है 	neutral	neutral
maya	अमज़िन्ग् हह अच तोह् फ़िर् उह्म् 	neutral	neutral
monisha	हान् उह्ह् अच जि अच चल्ति हुन् ब्ये ब्ये 	neutral	neutral
sahil	मनिश 	neutral	neutral
sahil	कुच् काम् थ? 	neutral	neutral
monisha	मेइने गुर्प्रीत् दे वास्ते गिफ़्त् शिफ़्त् लेन थ तुस्सि मेरि हेल्प् कर्दोगे प्लेअसे 	neutral	neutral
maya	ओफ़्चोउर्से ओफ़्चोउर्से मेइ ले चल्ति हुन् इदेअस् मल्ल् नाम् कि एक् जगह् है लोवेल्य् शोप्स् ग्रेअत् दिस्चोउन्त् इ विल्ल् तके 	neutral	neutral
priya	हेल्लो मय औन्त्य् 	neutral	neutral
maya	ओह्ह् अ मिरच्ले इस्क पेर् बिल्कुल् थिक् हो गय मेइ मनिश को शोप्पिन्ग् के लिये ले जा रहि हुन् एक्ष्चुसे उस् ओक् मनिश लेत्'स् गो 	neutral	neutral
priya	अहन् योउ लोवे हेर् सो मुच् त्च् मेरि बात् मानो उस्से भग ले जओ एवेर्य्थिन्ग् इस् फ़ैर् इन् लोवे अन्द् वर्!	neutral	neutral
 
maya	तोह् इस्स् तरह् हुइ सहिल् और् मोन्सिह कि शादि 	neutral	neutral
dushyant	ओक्!	neutral	neutral
maya	अगर् मर्रिअगेस् अरे मदे इन् हेअवेन् तोह् मेइ ज़रुर् हेअवेन् जा कर्के उस्से मिल्न चहुन्गि जो ये जोदिय बनत है इ मेअन् सहिल् अन्द् मोनिश । सोनिय और् तुम् 	neutral	neutral
dushyant	हान् हान् वो सोनिय योउ अरे रिघ्त् मोम् प्यार् अन्ध होत है 	neutral	neutral
monisha	अरेय् मुम्म्य् जि	neutral	neutral
dushyant	हि	neutral	neutral
monisha	हेल्लो जिज जि	neutral	neutral
maya	अरेय् मोनिश ओह् म्य् गोद् ये क्य है?	neutral	neutral
monisha	पालक् वो सब्ज़ि वाल न बोहोत् सस्ति दे रह थ एक् रुपय् क एक् बुन्द्ले इस्लिये मेइने सारि पालक् खरीद् लि हुअ न फ़य्द 	neutral	neutral
maya	फ़य्द मोनिश बाप्रे ये पालक् तोह् खरब् हो जयेगि कल् तक् कौन् खयेग इत्नि सारि पालक् 	neutral	neutral
monisha	अरेय् मुम्म्य् जि मेइ पुरि बुइल्दिन्ग् बेच् आउन्गि ५ रुपय् क एक् बुन्द्ले हुअ कि नहि फ़य्द जिज जि	neutral	neutral
maya	नोव् योउ सी दुश्यन्त्	neutral	neutral
dushyant	ह्म्म्म्	neutral	neutral
monisha	क्य?	neutral	neutral
maya	थत् लोवे इस् ब्लिन्द् 	neutral	neutral
monisha	हेइन्?	neutral	neutral
maya	अन्द् देअफ़् 	neutral	neutral
monisha	हुह् 	neutral	neutral
maya	अन्द् दुम्ब्	neutral	neutral
monisha	हुह् 	neutral	neutral
maya	अन्द् रिदिचुलोउस् अन्द् उर्घ् अन्द् !	neutral	neutral
 
sahil	मोम् मुह् खोलिये मुह् खोलिये	neutral	neutral
maya	ओह् म्य् गोद् बोहोत् बद पिएचे है बेत और् मेर मुह् मोनिश के मुह् कि तरह् तोह् बद है नहि 	neutral	neutral
monisha	मेर मुह् क्य बद है सहिल्?	neutral	neutral
maya	हान् योउ क्नोव् जब् तुम् कभि कभि उबासि लेति हो न बगैर् मुह् धके तोह् बिल्कुल् अजन्त एल्लोर चवेस् कि याद् आ जाति है हैन सहिल्?	neutral	neutral
sahil	मेइने अजन्त एल्लोर चवेस् नहि देखि 	neutral	neutral
maya	ओह्ह् एलेफन्त चवेस् तोह् देखि हैन 	neutral	neutral
sahil	हान्	neutral	neutral
maya	हान् बस् मोनिश के मुह् से थोदि सि हि चोति है वो दोन्'त् मिन्द् बेत मेइ तोह् सिर्फ़् मज़क़् कर् रहि हुन् 	neutral	neutral
sahil	और् मेइ तोह् मज़क़् भि नहि कर् रह हुन् चोमे ओन् आ करो 	neutral	neutral
monisha	नहि चके नहि कोइ भेदिय य भालु है? मेर मुह् तोह् गुफ़्फ़ हैन	neutral	neutral
indravadan	अरेय् वाह् चके किस् खुशि मेइन् भै 	neutral	neutral
sahil	मोम्म इन्तेर् स्तते स्च्रब्ब्ले मेइन् फ़िर्स्त् आयि है	neutral	neutral
indravadan	चोन्ग्रतुलतिओन्स् मय	neutral	neutral
maya	थन्क्स् इन्दु 	neutral	neutral
indravadan	और् सेचोन्द् किस्क बच अय?	neutral	neutral
maya	मेइ बचो के साथ् चोम्पेतितिओन् नहि कर् रहि थि इन्द्रवदन् 	neutral	neutral
indravadan	लेकिन् स्च्रब्ब्ले तोह् बचो क हि खेल् हैन 	neutral	neutral
maya	सय्स् व्हो? स्च्रब्ब्ले सब् खेल् सक्ते है । बच्चे खेल् सक्ते है इन्तेल्लिगेन्त् अदुल्त्स् खेल् सक्ते है मोनिश भि खेल् रहि है 	neutral	neutral
sahil	अह् मोम् नेच्क् तो नेच्क् थि पत है दद् आप्को लेकिन् फ़िर् भि मोम् जीत् गयि हैन मोम्?	neutral	neutral
maya	योउ क्नोव् १० सेचोन्द्स् बचे हुए थे इत्न तेन्सिओन् मुजे समज् मेइन् हि ना आये क्य करुन् क्य करुन् फ़िर् अचनक् मेरि नज़र् बोअर्द् पे गिरि वहन् इत्च् लिख हुअ थ और् मेइने उथके व् लग दिय बन्न् गय वित्च् त्रिप्ले वोर्द् त्रिप्ले लेत्तेर् स्चोरे 	neutral	neutral
sahil	लेकिन् मोम् ऐसे तेन्सिओन् के वक़्त् आप्को ये वित्च् जैस वोर्द् कैसे सुज?	neutral	neutral
indravadan	आइन देख् लिय होग 	neutral	neutral
sahil	अह् दद् मोम् नतिओनल् फ़िनल्स् खेल्ने के लिये जाये उस्से पेह्ले हुम्ने सोच कि इस्स् जीत् को चेलेब्रते कर्ने के लिये एक् पर्त्य् रखि जाये 	neutral	neutral
monisha	बोहोत् अच इदेअ है लेकिन् पर्त्य् कुच् मज़ेदार् किसम् कि होनि चैये एक् दुम् अलग् थेमे उह्ह् जैसे देसि पोशाक्	neutral	neutral
 
maya	सो सरुप अन्द् बल्देव्॥।	neutral	neutral
sarupa	व्हत् इस् थे वेर्दिच्त्?	neutral	neutral
indravardhan	दिवोर्चे नहि होन चहिये!	neutral	neutral
sahil	दिवोर्चे लेन फ़ुल्ल्य् गलत् नहि होग	neutral	neutral
monisha	दिवोर्चे बिल्कुल् नहि होन चहिये	neutral	neutral
maya	दिवोर्चे इस् अन् ओप्तिओन्	neutral	neutral
madhusudan	रग्द पत्तिचे	neutral	neutral
sarupa	रोसेश्?	neutral	neutral
rosesh	मोम्म, मै॥।	neutral	neutral
ila	जै श्रि क्रिश्न!	neutral	neutral
madhusudan	अए इल आ गै, इल आ गै॥। अए कपेश् आ	neutral	neutral
indravardhan	अरय् इल बेन् आओ आओ बैथो बैथो	neutral	neutral
madhusudan	क्य हुअ?	neutral	neutral
monisha	आइल, ये तो रू रह है	neutral	neutral
sahil	तो जओ पनि लेकर् आओ इन्के लिये	neutral	neutral
ila	कल्पेश्, चुप् हो ज॥।	neutral	neutral
ila	कल्पेश् अप्नि बिवि से लध् के यह आ गय है, अम्हदबद् से	neutral	neutral
kalpesh	तो क्य कर्त॥। सरे दिन् तने मर्ति है॥। तेरि हेइघ्त् कम् है, तेरि हेइघ्त् कम् है॥। 	neutral	neutral
indravardhan	हा तो तेरि हेइघ्त् चोति है हि	neutral	neutral
maya	इन्द्रवर्धन्॥।	neutral	neutral
baldev	मुझे एक् मेरि कवित याद् आ रहि है॥। बेशक् हेइघ्त् मेइन् थ वो गुत्लर्॥। लेकिन् कफ़ि बदि हस्ति थ हित्लेर्॥।	neutral	neutral
sarupa	बल्देव्!	neutral	neutral
monisha	कल्पेश्, तु अभि चुप् कर्	neutral	neutral
ila	अरय् बेत॥। शादि तोद्न अगर् इत्न आसन् होतन, तो मै तेरे मम को कब्से चोद् देति	neutral	neutral
madhusudan	हेहेहेहेहे	neutral	neutral
maya	इल बेन्॥।	neutral	neutral
ila	रेहे के बत इन्के साथ्	neutral	neutral
ila	पत है॥ एक् बार् मै इन्के साथ् बज़ार् गै तो चबि ले जन भूल् गए॥। मैने कह थ ५ बजे तक् आउन्गि॥। ४:३० से मै दर्वजे कि घनि बज रहि हु, लेकिन् इन्होने दर्वज हि नहि खोल॥। मैने कित्ने सरे फोने किये, लेकिन् ये फोने भि नहि उथ रहे थे॥। फ़िर् मैने पत्थर् लेके खिदि क शीश तूद् दल॥। फ़िर् भि बेहेरेलल कित खोल् के बैथे हुए थे 	neutral	neutral
maya	फ़िर्?	neutral	neutral
ila	फ़िर् क्य॥। मैने दर्वज तुद्वय और् अन्दर् गै॥। तो मुझे हि दात्ने लग् गए॥। कह, येकोइ वक़्त् है आनेक, २ घन्ते लते	neutral	neutral
ila	अरय् बेत॥। निभन पद्त है॥। अगर् शादि तूत्नि होति है न तो अप्ने आप् तूत् जति है, औतोमतिच्	neutral	neutral
maya	थत्'स् वेर्य् वेल्ल् पुत् इल बेन्॥। ब्रवो	neutral	neutral
madhusudan	नहि नहि नहि॥। अभि नहि॥। चके कत्ने के बाद्॥। सहिल् इशर करेग	neutral	neutral
sahil	रिघ्त् रिघ्त्	neutral	neutral
monisha	आप् दोनो प्लेअसे॥। बत्ति कर् लिजिअए न॥, प्लेअसे, प्लेअसे	neutral	neutral
