Speaker	Utterance	Emotion	Sentiment
monisha	और् दद् उपर् से वो मैल भि थ।	neutral	neutral
indravandhan	पनि के नल् पे लप्त्के फ़िल्तेर् मेइन् उसे भि नहि कर् सक्ते।	neutral	neutral
maya	मैन् वो कुर्ते को रोसेवूद् फ़्रमे पे लगकर् दीवर् पे सजने वालि थि।	sadness	negative
monisha	अरेय् वह्। जब् मेइन् सहिल् क कुर्त दीवर् पे लत्कति हून् तब् मुम्म्य्जि ने मुजे तान मर्ति हैन्।	neutral	neutral
indravandhan	ह्य्पोच्रिते	contempt	negative
maya	योउ कीप्…और् मोनिश ब्य् थे वय्, सहिल्…॥।योउ क्नोव् व्हत्? इ गिवे उप्। अब्सोलुतेल्य्! योउ चन् जोल्ल्य् वेल् वल्लोव् इन् योउर् मिद्द्ले-च्लस्सियत्। अगर् तुम् सारि ज़िन्दगि मिद्द्ले च्लस्स् रेहेन चहति हो तो व्हो अम् इ तो ओब्जेच्त्!	anger	negative
indravandhan	तुम्हर फोने बाज् रह हैन्।	neutral	neutral
monisha	हेल्लो! हन्न्…।ओह्! ओह्! क्य! दद्द्य्जि मेरे जस्पल् मम ने अप्ने सारे जैज़ाद् मेरे नाम् मेइन् कर् दि हैन्!	joy	positive
indravandhan	अच्च क्यु?	joy	positive
monisha	मर् गये! मेरे जस्पल् मम मर् गये!	sadness	negative
 
sahil	मोनिश मोनिश…रोन बन्ध् करो। पानि पियो।	neutral	neutral
monisha	मेरे जस्पल् मम गुज़र् गये सहिल्।	sadness	negative
sahil	वो ८५ साल् के थे!	neutral	neutral
monisha	मेरे अमेरिच वाले जस्पल् मम गुज़र् गये सहिल्।	sadness	negative
rosesh	अमेरिच वले मम गुज़र् गये इसिलिये रो रहि हैन् भभि?	neutral	neutral
maya	हान् इम्पोर्तेद् थे न वो!	contempt	negative
rosesh	हू सो फ़ुन्न्य् मोम्म!	joy	positive
indravandhan	अरे चिन्देरेल्ल कि सोतेलि बेहेनो कुच् तो रियाज़् करो। इस्के मम गुज़र् गये हैन्।	neutral	neutral
maya	पिच्ले २० साल् मेइन् मोनिश ने बात् तक् नहि कि ओन्से।	neutral	neutral
monisha	तो २० साल् क एक् सात् मेइन् रो रहि हून् न मुम्म्य्जि!	sadness	negative
maya	रेअल्ल्य्! रोने मेइन् भि वसूलि!	contempt	negative
sahil	लूक् हेरे लूक् हेरे लूक् हेरे मोनिश। तुहारे जस्पल् मम जहन् क हि होन्गे न वो खुश् होन्गे!	neutral	neutral
rosesh	वो गुज़र् गये हैन् सहिल् भै	neutral	neutral
sahil	वो मेइन् उन्क स्वर्ग् जाने क हि बोल् रह थ। गोअ य मोउरितिउस् जाने कि नहि!	anger	negative
indravandhan	मोनिश जो हुअ वो हुअ। होने को कौन् तल् सक्ते हैन्	neutral	neutral
maya	ओ इन्द्रवर्धन्, ये होनि को कौन् ताल् सक्त हैन् इस् तू च्लिचेद्।	contempt	negative
indravandhan	अच्च? मोनिश जो हुअ सो हुअ अब् ब्लुए लबेल् स्चोत्च् को कौन् ताल् सक्त हैन्। ये थिक् हैन्?	neutral	neutral
maya	वेर्य् फ़ुन्न्य्	neutral	neutral
monisha	पत हैन् मुम्म्य्जि, मैन् अज् तक् उन्से मिल्ने लस् वेगस् नहि जा पयि।	sadness	negative
maya	वेगस्!	contempt	negative
monisha	नहि मुम्म्य्जि। वो लस् वेगस् मेइन् रेहेति थि। वहि पर् तो तक्षि चल चलके वो च्रोरेपति बने थे	sadness	negative
rosesh	तक्षि चल्;अके च्रोरेपति? ओ दय् निघ्त् चलते हून्गे न फ़स्त् फ़स्त्	neutral	neutral
sahil	रोशेश् वो ने वहन् के चसिनो मेइन् वो पैस जीत थ।	neutral	neutral
monisha	हान् पतिअल मेइन् भि वो हमेश्स जुये मेइन् जीत्ते थे। एक् बार् तो उस्से अधे गमे चोर्के जान पद नहि तो वो १०००० रुपयी जीत् जते।	sadness	negative
indravandhan	उन्को अधि गमे चोर्के जान क्यु पद?	neutral	neutral
monisha	उन्कि शादि हो रहि थि। और् फ़िर् फरो क समय् हो गय थ। पथ हैन् बच्पन् मेइन् मैन् रोज़् उन्के मूचे खीन्च कर्ति थि। और् उन्के पेत् मैन् तब्ल बजति थि।	sadness	negative
rosesh	होव् स्वीत्	joy	positive
maya	व्हत्!	neutral	neutral
rosesh	होव् ग्रोस्स्!	disgust	negative
monisha	मेरे प्याअरे जस्पल् मम! बस् एक् हि बुरयि थि उस्मे। जुये के पैसो से हुमेश पूरनि चीज़े खरीद्ति थि। पैन्तिन्ग् शैन्तिन्ग्, पिचसो फ़िचस्सो, दविन्चि फ़विन्चि एइस	sadness	negative
maya	द विन्चि मत्लब् योउ मेअन् लेओनर्दो द विन्चि?	surprise	neutral
monisha	नहि नहि मुम्म्य्जि, द विन्चि। लेओनर्दो तो द चप्रिओ थ वो तितनिच् वल	sadness	negative
sahil	इस्क मत्लब् हैन् मोनिश कि जस्पल् मम ने कुच् पूरने चीज़ेइन् हि चोद् दिये होन्गे तुम्हारे लिये!	neutral	neutral
indravandhan	पधो पधो	neutral	neutral
rosesh	हो रुदे सहिल् भै। भभि क नाम् लिख हैन्, पेर्सोनल् हैन्, साब्के सम्ने कैसे पद् सक्ते हैन् भै!	neutral	neutral
maya	ष्ह्… मोनिश के लिफ़े मेइन् ज़्याद कुच् पेर्सोनल् नहि हैन्…हैन् न बेत। देखो न वो आप्ने बेद्शीत् सारे दुनिय को दिखाने के लिये बल्चोन्य् मेइन् सुखाते हैन्। अप्ने मोबिले मेइन् ज़ोर् ज़ोर् से बातेइन् कर्ति हैन्। सहिल् क दिय हुय वलेन्तिनेस् दय् चर्द् भाजि वाले को दिख दिय	contempt	negative
indravandhan	ऊह्…अन्ति मोनिश, मुझे समज् नहि आत हैन् इस्के बुरैयोन् क लिस्त् तुम् जम कैसे रख्ति हो! अरेय् भै तु पध् न!	anger	negative
sahil	ओकय् लते म्र् जस्पल् सिन्घ् अन्द् हेइर्	neutral	neutral
monisha	हैर्? जस्पल् मम क तो बोहोत् बाल् थे सहिल्।	sadness	negative
maya	अह मोनिश…हैर् नहि, हेइर्…थे ह् इस् सिलेन्त्	contempt	negative
indravandhan	ये बक्वस् लन्गुअगे हैन् इस्तेमाल् नहि कर्ते हैन् तो लिख्ते क्यु हैन् नहि पत!	contempt	negative
monisha	बेकार् मेइन् एक् अल्फबेत् वस्ते	sadness	negative
maya	इस्मे भि बचत् मोनिश	contempt	negative
sahil	सोर्र्य् विल्ल् आगे हैन् उन्फ़ोर्तुनतेल्य्। पधु य…।ओकय् थे एन्तिरे पोस्सेस्सिओन् ओफ़् लते म्र् जस्पल् सिन्घ् हस् बीन् बेस्तोवेद् उपोन् म्र्स् मोनिश सरभै प्लेअसे चेच्क् एन्तिरे लिस्त्	neutral	neutral
indravandhan	अरेय् ये…इस्मे कूच् तस्वीरेइन् हैन् ममजि कि घर् कि	neutral	neutral
monisha	अरेय् ये सब् जस्पल् मम कि घर् कि स्मन् के फोतो हैन्। कबारि के देने लयक्…।बीच् देन हैन् ऐसे हि	neutral	neutral
maya	बीच् मोनिश, थेसे अरे अन्तिक़ुएस्!	contempt	negative
sahil	मोम्, जस्पल् मम के तस्ते बोहोत् च्लस्स्य् थि!	neutral	neutral
maya	हान्, अरे योउ सुरे कि ये तुम्हारे मम हैन् मोनिश?	contempt	negative
monisha	हान्	neutral	neutral
maya	इ मेअन् लूक् अत् थिस्। थिस् इस् अ गेनुइने १८थ् चेन्तुर्य् चनोप्य्! व्हत्…और् ये देखो मिन्ग् वसेस्! थिस् इस् जस्पल् मम विथ् अ सक्षोफोने	joy	positive
monisha	वैसे जस्पल् मम क चाल् चलन् बोहोत् अच्च थ	neutral	neutral
sahil	सक्षोफोने इस् अ मुसिचल् इन्स्त्रुमेन्त् लिके…त्रुम्पेत्	neutral	neutral
rosesh	ये पिचस्सो क पैन्तैन्ग् थे हेअद्लेस्स् हेरो…और् ये किन्ग् एद्वर्द् कि स्ततुए देखिये	joy	positive
indravandhan	अरेय् वह् वह् वह्…ंओनिश तुम् तो च्रोरेपति हो गयि!	joy	positive
monisha	मेइन् च्रोरेपति!	joy	positive
 
maya	हीइ रन्जन चोमे इन् चोमे इन्	joy	positive
ranjana	हेल्लो मय	joy	positive
maya	सहिल् ये हैन् रन्जन। इ'म् सो सोर्र्य् मोनिश घर् कि चीज़ो क एक्ष्हिबितिओन् प्लन् किय हैन्	neutral	neutral
ranjana	मय इ चन्'त् बेलिवे इत्! मोनिश अप्न सार जयेज़ाद् दोनते कर् रह हैन्?	joy	positive
indravandhan	मय स्रिफ़् ५ लख्	neutral	neutral
maya	बोहोत् बद दिल् हैन् मोनिश क।	joy	positive
monisha	सहिल्, देखो न इस्स् पेन् क धक्कन् नहि मिल् रह हैन्	neutral	neutral
sahil	इत्स् ओकय्।	neutral	neutral
monisha	क्य ओकय्? इन्क् सुख् गये तो ४।५ रुपयी पानि मेइन् जयीन्गे	fear	negative
maya	मोनिश ये हैन् रन्जन अचेर्कर्, चिल्क्द्रेन्'स् वेल्फ़रे सोचिएत्य् कि प्रेसिदेन्त्	joy	positive
ranjana	मोनिश तुम्हे आप्ने मम क सारे प्रोपेर्त्य् दोनते कर् रहि हो?	joy	positive
monisha	मैने सूच कि बेचारे बच्चो कि थोदि बोहोत् मदत् हो जयेगि, हैन् न दद्द्य्जि। वैस इस्मे कोइ स्चेमे तेमे चल् रह हैन् क्य?	joy	positive
ranjana	स्चेमे?	neutral	neutral
indravandhan	मत्लब् ये बोल् रह हैन् कि वो स्चेमे तेमे जहन् वो कोइ फ़िल्म्स्तर् के साथ् दिन्नेर्	joy	positive
monisha	य फिर् साल्भर् के लिय कूच् चोल ऐस कुच्	joy	positive
ranjana	वेल्ल् वो हुम् आप्को हुमारे सोचिएत्य् क लिफ़े पत्रोन् बन दीन्गे	joy	positive
monisha	मत्लब् आप् मुझे एक् फ़्लत् दीन्गि फ़्री मेइन् अप्ने होउसिन्ग् सोचिएत्य् मेइन्?	joy	positive
sahil	शेल्ल्…वेल्फ़रे सोचिएत्य् क पत्रोन् बनयेन्गे	neutral	neutral
ranjana	हान् हर् फ़ुन्च्तिओन् पे आप् दिअस् पर् हूगि, स्पीच् देगि	joy	positive
maya	वोन्देर्फ़ुल्! मिके क खर्च भि बाच् जय्य्ग।	contempt	negative
monisha	ये लिजिये पपेर् और् मेर लेत्तेर्	neutral	neutral
sahil	इ'ल्ल् रेअद् इत् ओउत् फ़ोर् योउ, मैन् मोनिश सहिल् सरभै आप्ने जस्पल् मम से मिल सारि जयीज़द् चिल्द्रेन्'स् होउसिन्ग् चूपेरतिवे सोचिएत्य् से…।ये चन्चेल् कर् देते हैन्…ये लिजिये	neutral	neutral
indravandhan	और् मय तुम्हारे ५ लख्	neutral	neutral
maya	दे रहि हून् इन्द्रवर्धन् और् ये रह मेर ५ लख् क चेक़ुए।	joy	positive
indravandhan	और् ये रह हुमर मोनिश कि जयेज़ाद् क पपेर्स् १०२४ दोल्लर्स् कि य फ़िर् ४५ हज़ार् जैस।	neutral	neutral
sahil	हज़र् २४ दोल्लर्? तो वो ओब्जेच्त्स्, पैन्तिन्ग्स्?	surprise	neutral
indravandhan	वो तो स्रिफ़् तस्वीरे थि। जस्पल् मम ने सारे लैअबिलितिएस् चूकने के लिये वो पहेलि हि बीच् दि थि। हान् उस्क ये बलन्चे शीत् भि हैन् ये देखो ये रह।	neutral	neutral
maya	और् ये बात् तुम्हे पेहेले से मलूम् थि इन्द्रवर्धन्?	contempt	negative
indravandhan	हान् मलूम् थ लेकिन् मोनिश को मलूम् नहि थ फ़िर् भि उस्ने उस्के सारे जयेज़ाद् दोनते कर् दि, जित्नि भि थि	joy	positive
sahil	इ'म् प्रोउद् ओफ़् योउ!	joy	positive
indravandhan	अन्द् मय, इ'म् प्रोउद् ओफ़् योउ तुम्ने जो ५ लाख् क चेक़ुए दोनते कर् दिय।	neutral	neutral
rosesh	हि रन्जन औन्तिए	joy	positive
maya	अब् तो वो स्रिफ़् १०२४ दोल्लर्स् दोनते किये हैन् तो पत्रोन् बनने क तो कोइ सवाल् हि नहि उथ्त	neutral	neutral
ranjana	नो नो नो नो…अ प्रोमिसे इस् अ प्रोमिसे। मोनिश अग्ले सुन्दय् चरित्य् औच्तिओन् हैन् चोच्तैल्स् के साथ्। ज़रूर् अन।	joy	positive
monisha	अयुन्गि मुझे न अप्ने जस्पल् मम को श्रद्धन्जलि देने क मन् कर् रह हैन्। मैन् स्तगे पर् से दे सक्ति हून्?	joy	positive
ranjana	ओकय्	neutral	neutral
monisha	थिक् हैन् रोसेश् भैय पद्के सुनैये	joy	positive
maya	रोसेश्	surprise	neutral
rosesh	वो मोनिश भभि ने जह तो मैने। सुनिये ह सुनिये। जस्पल् मम ने अप्ने सासो से कह रुक् रुक् रुक् रुक् रुक् रुक् रुक् मुझे लेने आयेन् हैन् यम्दूत्, लूक् लूक् लूक् लूक् लूक् लूक् लूक् मैन् मर् जायोन् तो घर् मेइन् सद खन चूक् चूक् चूक् चूक् चूक् चूक् चूक्	neutral	neutral
monisha	आगे क्य हैन्	neutral	neutral
indravandhan	चूलि के पीचे क्य हैन् पुक् पुक् पुक् पुक् पुक् पुक् पुक् और् क्य?	contempt	negative
rosesh	अरेय् सुर्प्रिसे हैन्, ४२ लिनेस् कि चूति सि पोएम्।	joy	positive
ranjana	सी अल्ल् ओफ़् योउ अत् थे फ़ुन्च्तिओन्	fear	negative
indravandhan	चोउन्त् मे ओउत्	fear	negative
 
monisha	ये लिजिये। वद पव्।	neutral	neutral
sahil	अरेय् इत्ने सारे वद पव्!	neutral	neutral
monisha	हान् अब् तो मेइन् च्रोरेपति हून्। सहिल् हान् वो सारे चीज़् बीच् देयेन्गे और् उस् से हुम्मे धेर् सारे पैसोन् मिलेन्गे। नयि?	joy	positive
sahil	हुम्मे पैसोन् कि क्य ज़रूरत् हैन्?	neutral	neutral
indravandhan	अरेय् इत्ने सारे वद पव् जो खरीद्न हैन्!	neutral	neutral
sahil	एक् मिनुते…मोनिश, वो जो पैन्तिन्ग्स् हैन् न पिचस्सो क वो स्ततुस् स्य्म्बोल् हैन्	neutral	neutral
monisha	वो पैन्तिन्ग् बक्वास् हैन् सहिल्	contempt	negative
sahil	बोलिये	neutral	neutral
indravandhan	हान्! वो चोफ़्फ़ी चोलोर् कि हैन्, वो मोनिश क रेद् चोलोर् कि चुर्तैन्स् के साथ् कैसे मत्च् करेन्गे?	neutral	neutral
sahil	मोनिश मेइन् तुमे वो पैन्तिन्ग्स् बेच्ने नहि दुन्ग	anger	negative
indravandhan	बोलो	neutral	neutral
monisha	थिक् हैन् लेकिन् कम् से कम् किस्सि पैन्तैन् कि दुकान् मेइन् जाके एक्ष्चम्गे तो कर् सक्ते हैन्	joy	positive
sahil	एक्ष्चन्गे ?	surprise	neutral
monisha	हान् हुम् दुक्कन्दर् से कहेन्गे कि ऐसे हि पैन्तैन्ग् किस्सि और् चोलोर् मेइन् हैन् क्य?	joy	positive
sahil	पिचस्सो कि पैन्तैन् हैन् मोनिश। चप्पल् नहि हैन् कि तीन् चोलोर् मेइन् बिकेगि	contempt	negative
indravandhan	देखो बेते, वो जो पिचस्सो कि पैन्तैन् हैन् न, वो हुमारे म्फ़् हुस्सैन् ने बनयि हैन्	neutral	neutral
sahil	मोनिश योउ अरे अ मिल्लिओनैरे नोव्। सो बेहवे लिके ओने।	anger	negative
 
monisha	गूद् मोर्निन्ग् मोथेर् इन् लव् तोउच् योउर् फ़ीत्।	joy	positive
rosesh	तोउच् योउर् फ़ीत्?	neutral	neutral
maya	पैरे पोद्न	contempt	negative
monisha	सय् हेल्लो तो तोम्म्य् थे दोग्	joy	positive
maya	तुम्ने इस्स् कुत्ते क नाम् तोम्म्य् थे दोग् रख?	contempt	negative
monisha	हान् क्युकि स्रिफ़् तोम्म्य् रख्ने से कित्न मिद्द्ले च्लस्स् लग्त हैन् न! और् वैसे भि ये तो बिग् बुद्गेत् कुत्त हैन् और् अज्कल् तो फ़शिओन् हैन् मोथेर् इन् लव् कि बिग् बुद्गेत् फ़िल्मोन् के तित्ले के नीचे तग्लिने - हरम्ज़ाद थे रस्ले, मेइन् तेर खून् पी जयून्गि - थे थिर्स्त्य्, खूनि ससुम - थे मोन्स्तेर्	contempt	negative
maya	इ गेत् थे पोइन्त् मोनिश। तो तुम्हे तोम्म्य् थे दोग् जैसे आप्ने नाम् के साथ् भि कोइ तग्लिने नहि जोरि	contempt	negative
sahil	मोनिश! थे दर्लिन्ग्!	joy	positive
monisha	बोलो सहिल् थे हन्द्सोमे!	joy	positive
sahil	हेल्लो मोम् थे म। व्हेरे इस् गोल्द्चैन्?	neutral	neutral
monisha	हेय् सेर्वेन्त् थे नौकर्, गिवे गोल्द्चैन् तो ओव्नेर्	neutral	neutral
sahil	लेत्'स् गो तो होतेल् चोमे ओन्!	neutral	neutral
monisha	तोदय् इस् अ पर्त्य् इन् अ होतेल्!	joy	positive
 
indravardhan	च्लौसे नुम्बेर् १३ तुम् घर् जमै हर्गिज़् नहि बनोगे	anger	negative
rosesh	मन्ज़ुर् है	neutral	neutral
indravardhan	तुम्हे कोइ लद्कि से प्यर् हो तोह् भि	anger	negative
rosesh	ओकय्	neutral	neutral
indravardhan	लद्कि बोहोत् खुब्सुरत् हो एक् लौति हो ५०० च्रोरे कि वरिस् हो तो तुम् उसे मोम केह् क् बुलओगे और् उस्कि शदि मुझे कर् दोगे 	anger	negative
rosesh	मोम अप्ने ऐसे हि शर्त् लिख्वै है	neutral	neutral
maya	तुम् अप्ने दद् को नहि जन्ते हान्? अकल् को भि वो युयु को वह चोर् क् अये हो? 	anger	negative
maya	तोह् फिर्? मोनिश जैसि बेवकुफ़ि क् सवल् क्यु पुच् रहे हो? आगे पधो न	anger	negative
sahil	मैन् पध्त हून्। उस् लद्कि से हि शदि करोगे जो घर् क् सारे मेम्बेर्स् को पसन्द् अयेगि। मुझे मत्लब् मोम् को, तुम्को, तुम्हरे दद् को, तुम्हे खुद् को, और् सहिल् को और् मोनिश को भि	neutral	neutral
maya	सहिल् मैने 	neutral	neutral
sahil	हुम् मे से किसि एक् ने भि कह कि लद्कि थिक् नहि है तोह् तुम् उस् लद्कि से शदि नहि करोगे	neutral	neutral
rosesh	ओकय्	neutral	neutral
sahil	शदि के बाद् तुम् सुर्नमे चन्गे नहि करोगे। ये क्य शर्त् ऐ मोम्?	neutral	neutral
maya	ये युयु से शदि कर्ने क् बाद् रोसेश् सरभै से रोसेश् खिलवल बन्ने वल थ	anger	negative
sahil	व्हत्?	surprise	neutral
rosesh	हान् वो युयु कि मोम् ने कह कि अगर् तुम् सुर्नमे चन्गे कर् लोगे तोह् तुम्हे स्पेचिअल् फ़चिलितिएस् भि मिलेन्गे 	neutral	neutral
maya	स्पेचिअल् फ़चिलितिएस् क्य है वो सुनओ 	anger	negative
rosesh	गरम् पनि से नहन, शाम् कि चै क् साथ् चोर्न्फ़्ल्के खन, और् दिवलि मेइन् शिर्त् पेहेन्न 	neutral	neutral
indravardhan	और् तु ये सरे शर्ते मन्ने को तय्यर् थ?	anger	negative
rosesh	बिल्कुल् नहि मैने साफ़् मन कर् दिय थ मैन् सुर्नमे चन्गे नहि करुन्ग फिर् उन्होने कह कि हुम् सुन्दय् कि छुत्ति देन्गे तब् मैने ओक् कह 	neutral	neutral
indravardhan	सहिल् मै इस्को जुत निकल्के मारु 	anger	negative
maya	प्लेअसे प्लेअसे मरो 	anger	negative
sahil	एक् मिनुते अभि नहि 	neutral	neutral
maya	पगल् हो तुम् कोइ इस् तरह् से प्यर् मे भतक् सक्त है 	anger	negative
monisha	क्यु नहि भतक् सक्त है मम्मिजि मेरे जो तौ थे न हर्भजन् तौ 	neutral	neutral
sahil	कौन् हर्भजन् तौ	neutral	neutral
monisha	अरे वहि जो कान् बालो कि चोति बनते थे 	neutral	neutral
maya	तुम्हरे हर्भजन् तौ कान् क् बालो कि चोत् बनते थे?	disgust	negative
indravardhan	हान् मय और् सुन्दय् क् दो रिब्बोन् भि बान्ध्ते थे उस्मे 	contempt	negative
monisha	हत्त् सिर्फ़् रुब्बेर् बन्द् और् वो भि काले रन्ग् क वो क्युकि न दद्द्य्जि 	neutral	neutral
sahil	मोनिश तुम्हरे उस् हर्भजन् तौ क और् रोसेश् क क्य सम्बन्ध् है उस्पे जल्दि आओ 	neutral	neutral
monisha	हान् हान् तोह् हर्भजन् तौ क जो बेत है न गुर्मिन्देर् ज्ब् उसे प्यर् हुअ थ तब् उस्ने रोति सब्ज़ि खन चोर् कर् गुद् चने और् घस् खन शुरु कर् दिय थ 	neutral	neutral
maya	क्यु? लेत् मे गुएस्स्। उस्से घोदि से प्यर् हो गय थ 	contempt	negative
monisha	हान् मम्मिजि उसे लग्त थ कि वो घोदि उस्कि पिच्ले जनम् कि जोरु है 	neutral	neutral
rosesh	अब् कैसे है गुर्मिन्देर्?	neutral	neutral
indravardhan	फ़िर्स्त् च्लस्स् पिच्ले महिने रचे भि जित 	joy	positive
monisha	अब् गुर्मिन्देर् कि शदि हो चुकि है और् उस्के दो बच्चे भि है	joy	positive
indravardhan	हान् और् वो दोनो बच्चे गुर्मिन्देर् के बैथ् के हि रोज़् स्चूल् जते है पप जि पप जि पप जि 	contempt	negative
sahil	एक्ष्चुसे मे गुर्मिन्देर् घोद है य नहि ये मोनिश जने लेकिन् रोसेश् गध बन्ते बन्ते बच् गयरोसेश् तुम्से दुबर ये गल्ति न हो इस्के लिये मोम् कि ये सारि शर्ते बिल्कुल् सहि है अगर् तुम्हे मन्ज़ुर् हो तोह् इन्पे सिग्न् करो चोमे ओन् 	neutral	neutral
rosesh	सिग्न्? मोम अप्को मुझ्पे विस्वस् नहि है? 	sadness	negative
maya	रोसेश् बब्य् मुझे तुम्पे बिल्कुल् विस्वस् नहि है चुप् चप् सिग्न् करो 	anger	negative
 
maya	३८ लद्किय देखि है हुम्ने उन्मे से एक् भि पसन्द् नहि अयि 	sadness	negative
monisha	मुझे एक् पसन्द् अयि थि लेकिन् मम्मिजि ने उसे रेजेच्त् कर् दिय 	neutral	neutral
maya	चोच्क्रोअच् मच्चर् मर्ने कि दवै बेच्ने अयि थि वो। मदम् वे अरे सेल्लिन्ग् मोस्क़ुइतो रेपेल्लेन्त्। मदम् चन् इ हवे ओने ग्लस्स् ओफ़् वतेर् प्लेअसे? अगर् आप् तीन् लेन्गि न तोह् उस्पे एक् मेलमिने सेत् फ़्री मिल्ने कि स्चेमे है लिजुये न मदम् उफ़्फ़् एक्दुम् बेहेन्जि त्य्पे। 	contempt	negative
maya's sister	दोन्त् तेल्ल् मे कि तुम्ने उस्से मन कर् दिय 	neutral	neutral
maya	ओब्विओउस्ल्य्	neutral	neutral
monisha	मम्मिजि ने तोह् दवै खरिद्ने से भि मन कर् दिय, बोलो 	neutral	neutral
maya	क्युकि मेरे घर् मेइन् चोच्क्रोअच् मछर् नहि है मोनिश 	contempt	negative
maya's sister	सो व्हत् दीद्स् इ मेअन् तुम् किसि रिश्तेदार् को बिर्थ्दय् गिफ़्त् भि दे सक्ति थि न 	neutral	neutral
maya	चोच्क्रोअच् स्प्रय्?	surprise	neutral
maya's sister	तोह् क्य हुअ? लेत् मे तेल्ल् योउ थिस्। मोनिश पत है तुम्हरे भै ने	joy	positive
monisha	बोलोन क्य	joy	positive
maya's sister	तुम्हरे भै ने हुमरे ओने मोन्थ् अन्निवेर्सर्य् मेइन् हुमेन् पेत् साफ़् कर्ने वल चुरन् दिय थ	neutral	neutral
monisha	सच्? होव् इन्तेल्लिगेन्त्	joy	positive
maya's sister	है न॥	joy	positive
maya	ग्रोस्स्॥देख तुम्हरे भै ने क्य हलत् बन दिय मेरि बेहेन् कि 	disgust	negative
maya's sister	एक्ष्चुसे मे दीद्स् मेरि ननद् को ताने मर्ने कि बिल्कुल् ज़रुरत् नहि अल्रिघ्त्। 	neutral	neutral
maya	ओह् शुत् उप्	neutral	neutral
monisha	मम्मिजि आप् परेशन् मत् होइये, केह्ते है न कि शदि व्यह् तोह् उपर् वले कि रच रचय खेल् है 	neutral	neutral
maya's sister	मर्रिअगेस् अरे मदे इन् पुन्जब् 	neutral	neutral
maya	मर्रिअगेस् अरे मदे इन् हेअवेन्	neutral	neutral
maya's sister	सो व्हत् हुमर पुन्जब् भि किसि हेअवेन् से कम् नहि है। सर्सो दे लेह्लेहते खेत्, त्रच्तोर् पे बैथ मेर तल्लि जुगल्किशोर्, पत है खेत विच् खद होके वो गान भि गात है किन्न सोन तेनु रब् ने बनय दिल् करे देख्त रव 	joy	positive
maya	एनोउघ् अब् एक् और् लफ़्ज़् बोल न तोह् इ स्वेअर् इ विल्ल् किल्ल् योउ 	anger	negative
maya's sister	अल्रिघ्त् इस्मे नरज़् होने कि क्य बात् है दीद्स् अन्द् मै सच् केह् रैय अगर् रब् ने रोसेश् दे वस्ते कोइ कुदि फ़िक्ष् कि होगि न तोह् वो दर्वज़ खोल्के अप्ने आप् इस् घर् मे चलि अयेगि 	neutral	neutral
maya	येस्? 	neutral	neutral
 
sahil	चुप् चप् सर कच्र उथके बहर् फेको चोमे ओन् 	anger	negative
monisha	बाद् मेइन् करुन्गि तोह् नहि चलेग	anger	negative
sahil	इ सैद् चोमे ओन् 	anger	negative
indravardhan	सहिल् मोनिश 	neutral	neutral
indravardhan	अरेय् यार् क्य बतौ ये मय भि एक् ज़बर्दस्त् किसम् क तोर्तुरे है	sadness	negative
monisha	है न है न? लेकिन् सहिल् मन्त हि नहि है	joy	positive
sahil	जुस्त् शुत् उप् मोनिश। क्य हुअ 	neutral	neutral
indravardhan	अरेय् आज् रोसेश् को लद्कि सिर्फ़् देखेन् अ रहे है न? उस्कि शदि तोह् नहि है न? मय इन्सिस्त् कर् रहि है कि सुइत् पेह्नो। अब् बतओ ये शिर्त् मे क्य बुरै है?	neutral	neutral
sahil	चोलोउर् दुल्ल् है दद् इस्क 	neutral	neutral
monisha	और् सस्त भि लग्त है	neutral	neutral
sahil	और् वो चुत् भि थोद ओउत्दतेद् लग् रह है और् दाग् भि लग है	contempt	negative
monisha	बर्तन्वलि इस् शिर्त् क् बद्ले मेइन् सिफ़्र् एक् लोत य एक् चोति सि कतोरि देगि 	contempt	negative
indravardhan	तुम् दोनो भि कम् तोर्तुरे नहि हो 	anger	negative
fufa	अये इन्दु	neutral	neutral
indravardhan	ओह् म्य् गोद् थिन्क् ओफ़् तोर्तुरे अन्द् हेरे हे इस् 	fear	negative
madhu fufa	सुन् सुन् मेरि बात् तोह् सुन्	neutral	neutral
indravardhan	आप् हुमरि सुन्ते है कि हुम् आप्कि सुने	anger	negative
madhu fufa	अच तुम्हरे यह भि पनि नहि अय	neutral	neutral
sahil	मधु फ़ुफ़ आप् यह क्यु अये	neutral	neutral
madhu fufa	अच्च अच अप्ने रोसेश् क् लिये मैने एक् लद्कि धुन्दि है	joy	positive
indravardhan	कौन्	neutral	neutral
madhu fufa	लद्कि लद्कि अब् मैने त्व् तोह् नहि कह	neutral	neutral
indravardhan	मोनिश इन्को यह अते हुए किसिने देख होग	neutral	neutral
monisha	पत नहि क्यु	neutral	neutral
indravardhan	जि कर्त है इन्क गल फ़ोर्दु और् यहि दफ़्न दु	anger	negative
sahil	इल्ल् हन्द्ले हिम्, मधु फ़ुफ़ किस्कि बेति है 	neutral	neutral
madhu fufa	किस्कि बेति है अरे चोतु भै है न उन्कि बेति है 	joy	positive
sahil	वो तेक्ष्तिले वले?	surprise	neutral
madhu fufa	नपेन्स्य् रोअद् वले नहि नहि मफ़त्लल् तेक्ष्तिले नहि सन्घनि तेक्ष्तिले 	neutral	neutral
sahil	मोनिश इन्को यह अते हुए किसिने देख तोह् नहि होग न	anger	negative
 
